ano,mes,sigla_uf,tipo_consumo,numero_consumidores,consumo
2006,7,ES,Cativo,,344269.08
2006,7,RJ,Cativo,,2105184
2006,7,SP,Cativo,,6395768.79
2006,7,PR,Cativo,,1454846.34
2006,7,SC,Cativo,,1075626.97
2006,7,RS,Cativo,,1596625.09
2006,7,MS,Cativo,,223873.26
2006,7,MT,Cativo,,332505.37
2006,7,GO,Cativo,,619212.84
2006,7,DF,Cativo,,316116
2006,8,RO,Cativo,,129918
2006,8,AC,Cativo,,41193.18
2006,8,AM,Cativo,,339054.12
2006,8,RR,Cativo,,29695.45
2006,8,PA,Cativo,,545470.52
2006,8,AP,Cativo,,52283
2006,8,TO,Cativo,,87157.77
2006,8,MA,Cativo,,287391.15
2006,8,PI,Cativo,,136943
2006,8,CE,Cativo,,529004.2
2006,8,RN,Cativo,,269664.3
2006,8,PB,Cativo,,228816.54
2006,8,PE,Cativo,,630645.7
2006,8,AL,Cativo,,261164.75
2006,8,SE,Cativo,,146925.7
2006,8,BA,Cativo,,1392892.45
2006,8,MG,Cativo,,1794444.36
2006,8,ES,Cativo,,377368.5
2006,8,RJ,Cativo,,2042188.84
2006,8,SP,Cativo,,6562910.76
2006,8,PR,Cativo,,1515581.17
2006,8,SC,Cativo,,1076585.39
2006,8,RS,Cativo,,1625062.82
2006,8,MS,Cativo,,234536.74
2006,8,MT,Cativo,,344664.14
2006,8,GO,Cativo,,656275.92
2006,8,DF,Cativo,,326292
2006,9,RO,Cativo,,139183
2006,9,AC,Cativo,,45486.08
2006,9,AM,Cativo,,359009.13
2006,9,RR,Cativo,,33964.77
2006,9,PA,Cativo,,557328.67
2006,9,AP,Cativo,,55491
2006,9,TO,Cativo,,88913.87
2006,9,MA,Cativo,,293523.56
2006,9,PI,Cativo,,146374
2006,9,CE,Cativo,,538813.9
2006,9,RN,Cativo,,269487.2
2006,9,PB,Cativo,,229105.95
2006,9,PE,Cativo,,643090.04
2006,9,AL,Cativo,,262855.49
2006,9,SE,Cativo,,148983.9
2006,9,BA,Cativo,,1384704.98
2006,9,MG,Cativo,,1887622.65
2006,9,ES,Cativo,,381466.35
2006,9,RJ,Cativo,,2019869.47
2006,9,SP,Cativo,,6706126.41
2006,9,PR,Cativo,,1485349.63
2006,9,SC,Cativo,,1076747.33
2006,9,RS,Cativo,,1568233.5
2006,9,MS,Cativo,,234184.63
2006,9,MT,Cativo,,353255.85
2006,9,GO,Cativo,,669770.27
2006,9,DF,Cativo,,354831
2006,10,RO,Cativo,,137709
2006,10,AC,Cativo,,44970.4
2006,10,AM,Cativo,,346915.17
2006,10,RR,Cativo,,34886.94
2006,10,PA,Cativo,,564933.11
2006,10,AP,Cativo,,54285
2006,10,TO,Cativo,,86475.32
2006,10,MA,Cativo,,299311.71
2006,10,PI,Cativo,,146614
2006,10,CE,Cativo,,561525.9
2006,10,RN,Cativo,,289894.7
2006,10,PB,Cativo,,237722.27
2006,10,PE,Cativo,,694905.85
2006,10,AL,Cativo,,272291.97
2006,10,SE,Cativo,,151249.7
2006,10,BA,Cativo,,1413206.52
2006,10,MG,Cativo,,1828528.98
2006,10,ES,Cativo,,369071.61
2006,10,RJ,Cativo,,2133773.8
2006,10,SP,Cativo,,6680912.48
2006,10,PR,Cativo,,1494582.89
2006,10,SC,Cativo,,1061980.33
2006,10,RS,Cativo,,1566869.17
2006,10,MS,Cativo,,241162.39
2006,10,MT,Cativo,,348051.42
2006,10,GO,Cativo,,676667.659
2006,10,DF,Cativo,,339318
2006,11,RO,Cativo,,131735
2006,11,AC,Cativo,,46118.96
2006,11,AM,Cativo,,355092.78
2006,11,RR,Cativo,,35116.31
2006,11,PA,Cativo,,558024.05
2006,11,AP,Cativo,,53135
2006,11,TO,Cativo,,83553.45
2006,11,MA,Cativo,,290273
2006,11,PI,Cativo,,149457
2006,11,CE,Cativo,,565076.6
2006,11,RN,Cativo,,291564.7
2006,11,PB,Cativo,,251128.23
2006,11,PE,Cativo,,700737.61
2006,11,AL,Cativo,,288262
2006,11,SE,Cativo,,159330.4
2006,11,BA,Cativo,,1391343.38
2006,11,MG,Cativo,,1854758.7
2006,11,ES,Cativo,,378797.75
2006,11,RJ,Cativo,,2195263.87
2006,11,SP,Cativo,,6729217.95
2006,11,PR,Cativo,,1565241.09
2006,11,SC,Cativo,,1123332.35
2006,11,RS,Cativo,,1640557.37
2006,11,MS,Cativo,,255402.79
2006,11,MT,Cativo,,345683.47
2006,11,GO,Cativo,,599392.8
2006,11,DF,Cativo,,352492
2006,12,RO,Cativo,,134813
2006,12,AC,Cativo,,46769.92
2006,12,AM,Cativo,,336693.17
2006,12,RR,Cativo,,33793.41
2006,12,PA,Cativo,,548491.68
2006,12,AP,Cativo,,53698
2006,12,TO,Cativo,,81224.18
2006,12,MA,Cativo,,293982.18
2006,12,PI,Cativo,,146396
2006,12,CE,Cativo,,561125.3
2006,12,RN,Cativo,,290359.5
2006,12,PB,Cativo,,244162.17
2006,12,PE,Cativo,,726611.4799
2006,12,AL,Cativo,,287327.16
2006,12,SE,Cativo,,165206.5
2006,12,BA,Cativo,,1360627.02
2006,12,MG,Cativo,,1781858.88
2006,12,ES,Cativo,,389086.27
2006,12,RJ,Cativo,,2277138.49
2006,12,SP,Cativo,,6838356.84
2006,12,PR,Cativo,,1530637.37
2006,12,SC,Cativo,,1105463.32
2006,12,RS,Cativo,,1754577.73
2006,12,MS,Cativo,,260759.1
2006,12,MT,Cativo,,336595
2006,12,GO,Cativo,,600208.57
2006,12,DF,Cativo,,342338
2007,1,RO,Cativo,,128493
2007,1,AC,Cativo,,42215
2007,1,AM,Cativo,,312475
2007,1,RR,Cativo,,35749
2007,1,PA,Cativo,,558444
2007,1,AP,Cativo,,52994
2007,1,TO,Cativo,,81448
2007,1,MA,Cativo,,286376
2007,1,PI,Cativo,,142445
2007,1,CE,Cativo,,541834
2007,1,RN,Cativo,,281625
2007,1,PB,Cativo,,236585
2007,1,PE,Cativo,,713991
2007,1,AL,Cativo,,315950
2007,1,SE,Cativo,,153103
2007,1,BA,Cativo,,1447064
2007,1,MG,Cativo,,1813122
2007,1,ES,Cativo,,397455
2007,1,RJ,Cativo,,2281404
2007,1,SP,Cativo,,6491596
2007,1,PR,Cativo,,1511583
2007,1,SC,Cativo,,1140408
2007,1,RS,Cativo,,1830326
2007,1,MS,Cativo,,251782
2007,1,MT,Cativo,,320451
2007,1,GO,Cativo,,719049
2007,1,DF,Cativo,,337831
2007,2,RO,Cativo,,128342
2007,2,AC,Cativo,,45068
2007,2,AM,Cativo,,320268
2007,2,RR,Cativo,,33111
2007,2,PA,Cativo,,530143
2007,2,AP,Cativo,,48024
2007,2,TO,Cativo,,79450
2007,2,MA,Cativo,,265171
2007,2,PI,Cativo,,138560
2007,2,CE,Cativo,,530934
2007,2,RN,Cativo,,277136
2007,2,PB,Cativo,,233734
2007,2,PE,Cativo,,681917
2007,2,AL,Cativo,,307945
2007,2,SE,Cativo,,152335
2007,2,BA,Cativo,,1340163
2007,2,MG,Cativo,,1749875
2007,2,ES,Cativo,,402396
2007,2,RJ,Cativo,,2198901
2007,2,SP,Cativo,,6639774
2007,2,PR,Cativo,,1587858
2007,2,SC,Cativo,,1216282
2007,2,RS,Cativo,,1859144
2007,2,MS,Cativo,,252373
2007,2,MT,Cativo,,341357
2007,2,GO,Cativo,,650814
2007,2,DF,Cativo,,333767
2007,3,RO,Cativo,,124676
2007,3,AC,Cativo,,44111
2007,3,AM,Cativo,,323030
2007,3,RR,Cativo,,35788
2007,3,PA,Cativo,,527652
2007,3,AP,Cativo,,48586
2007,3,TO,Cativo,,80173
2007,3,MA,Cativo,,269635
2007,3,PI,Cativo,,124150
2007,3,CE,Cativo,,489215
2007,3,RN,Cativo,,273725
2007,3,PB,Cativo,,238337
2007,3,PE,Cativo,,704237
2007,3,AL,Cativo,,290870
2007,3,SE,Cativo,,147089
2007,3,BA,Cativo,,1385096
2007,3,MG,Cativo,,1759194
2007,3,ES,Cativo,,410449
2007,3,RJ,Cativo,,2489362
2007,3,SP,Cativo,,6825090
2007,3,PR,Cativo,,1571170
2007,3,SC,Cativo,,1221343
2007,3,RS,Cativo,,1855041
2007,3,MS,Cativo,,261665
2007,3,MT,Cativo,,362333
2007,3,GO,Cativo,,663239
2007,3,DF,Cativo,,342476
2007,4,RO,Cativo,,130877
2007,4,AC,Cativo,,43629
2007,4,AM,Cativo,,334719
2007,4,RR,Cativo,,35881
2007,4,PA,Cativo,,539947
2007,4,AP,Cativo,,48388
2007,4,TO,Cativo,,85493
2007,4,MA,Cativo,,289288
2007,4,PI,Cativo,,133815
2007,4,CE,Cativo,,533179
2007,4,RN,Cativo,,282120
2007,4,PB,Cativo,,239313
2007,4,PE,Cativo,,706598
2007,4,AL,Cativo,,296068
2007,4,SE,Cativo,,154237
2007,4,BA,Cativo,,1422440
2007,4,MG,Cativo,,1890161
2007,4,ES,Cativo,,434426
2007,4,RJ,Cativo,,2466631
2007,4,SP,Cativo,,7034914
2007,4,PR,Cativo,,1630464
2007,4,SC,Cativo,,1216716
2007,4,RS,Cativo,,1811131
2007,4,MS,Cativo,,276880
2007,4,MT,Cativo,,373346
2007,4,GO,Cativo,,725109
2007,4,DF,Cativo,,375454
2007,5,RO,Cativo,,134470
2007,5,AC,Cativo,,44184
2007,5,AM,Cativo,,335441
2007,5,RR,Cativo,,35211
2007,5,PA,Cativo,,556381
2007,5,AP,Cativo,,49688
2007,5,TO,Cativo,,87524
2007,5,MA,Cativo,,304414
2007,5,PI,Cativo,,133568
2007,5,CE,Cativo,,518816
2007,5,RN,Cativo,,270682
2007,5,PB,Cativo,,241995
2007,5,PE,Cativo,,708223
2007,5,AL,Cativo,,266047
2007,5,SE,Cativo,,147644
2007,5,BA,Cativo,,1468090
2007,5,MG,Cativo,,1902519
2007,5,ES,Cativo,,409661
2007,5,RJ,Cativo,,2202313
2007,5,SP,Cativo,,6806402
2007,5,PR,Cativo,,1562641
2007,5,SC,Cativo,,1152460
2007,5,RS,Cativo,,1722681
2007,5,MS,Cativo,,253778
2007,5,MT,Cativo,,357519
2007,5,GO,Cativo,,718253
2007,5,DF,Cativo,,349672
2007,6,RO,Cativo,,131916
2007,6,AC,Cativo,,41859
2007,6,AM,Cativo,,350911
2007,6,RR,Cativo,,34038
2007,6,PA,Cativo,,571419
2007,6,AP,Cativo,,53428
2007,6,TO,Cativo,,90536
2007,6,MA,Cativo,,294871
2007,6,PI,Cativo,,140458
2007,6,CE,Cativo,,529164
2007,6,RN,Cativo,,270546
2007,6,PB,Cativo,,226097
2007,6,PE,Cativo,,685241
2007,6,AL,Cativo,,297393
2007,6,SE,Cativo,,148049
2007,6,BA,Cativo,,1441654
2007,6,MG,Cativo,,1874594
2007,6,ES,Cativo,,391855
2007,6,RJ,Cativo,,1996526
2007,6,SP,Cativo,,6631389
2007,6,PR,Cativo,,1547979
2007,6,SC,Cativo,,1140300
2007,6,RS,Cativo,,1664061
2007,6,MS,Cativo,,227714
2007,6,MT,Cativo,,338406
2007,6,GO,Cativo,,691161
2007,6,DF,Cativo,,355115
2007,7,RO,Cativo,,137448
2007,7,AC,Cativo,,44820
2007,7,AM,Cativo,,337251
2007,7,RR,Cativo,,31787
2007,7,PA,Cativo,,567987
2007,7,AP,Cativo,,52467
2007,7,TO,Cativo,,88079
2007,7,MA,Cativo,,301272
2007,7,PI,Cativo,,140703
2007,7,CE,Cativo,,522754
2007,7,RN,Cativo,,264226
2007,7,PB,Cativo,,223312
2007,7,PE,Cativo,,671088
2007,7,AL,Cativo,,286150
2007,7,SE,Cativo,,141713
2007,7,BA,Cativo,,1473733
2007,7,MG,Cativo,,1795536
2007,7,ES,Cativo,,386813
2007,7,RJ,Cativo,,1959811
2007,7,SP,Cativo,,6508653
2007,7,PR,Cativo,,1517598
2007,7,SC,Cativo,,1115007
2007,7,RS,Cativo,,1629984
2007,7,MS,Cativo,,232267
2007,7,MT,Cativo,,361664
2007,7,GO,Cativo,,666934
2007,7,DF,Cativo,,348763
2007,8,RO,Cativo,,135274
2007,8,AC,Cativo,,44102
2007,8,AM,Cativo,,356199
2007,8,RR,Cativo,,34555
2007,8,PA,Cativo,,578259
2007,8,AP,Cativo,,50958
2007,8,TO,Cativo,,93308
2007,8,MA,Cativo,,328381
2007,8,PI,Cativo,,143735
2007,8,CE,Cativo,,549658
2007,8,RN,Cativo,,272326
2007,8,PB,Cativo,,229300
2007,8,PE,Cativo,,669473
2007,8,AL,Cativo,,292841
2007,8,SE,Cativo,,144041
2007,8,BA,Cativo,,1466085
2007,8,MG,Cativo,,1865200
2007,8,ES,Cativo,,405038
2007,8,RJ,Cativo,,2010546
2007,8,SP,Cativo,,6616370
2007,8,PR,Cativo,,1585397
2007,8,SC,Cativo,,1131539
2007,8,RS,Cativo,,1677391
2007,8,MS,Cativo,,232126
2007,8,MT,Cativo,,364441
2007,8,GO,Cativo,,676082
2007,8,DF,Cativo,,352941
2007,9,RO,Cativo,,148596
2007,9,AC,Cativo,,47298
2007,9,AM,Cativo,,361337
2007,9,RR,Cativo,,35567
2007,9,PA,Cativo,,582452
2007,9,AP,Cativo,,57185
2007,9,TO,Cativo,,94796
2007,9,MA,Cativo,,306132
2007,9,PI,Cativo,,152868
2007,9,CE,Cativo,,547757
2007,9,RN,Cativo,,279694
2007,9,PB,Cativo,,226509
2007,9,PE,Cativo,,661080
2007,9,AL,Cativo,,270788
2007,9,SE,Cativo,,143118
2007,9,BA,Cativo,,1439428
2007,9,MG,Cativo,,1912529
2007,9,ES,Cativo,,386578
2007,9,RJ,Cativo,,2126518
2007,9,SP,Cativo,,7047300
2007,9,PR,Cativo,,1611502
2007,9,SC,Cativo,,1125054
2007,9,RS,Cativo,,1631441
2007,9,MS,Cativo,,251450
2007,9,MT,Cativo,,384499
2007,9,GO,Cativo,,690436
2007,9,DF,Cativo,,365197
2007,10,RO,Cativo,,144772
2007,10,AC,Cativo,,49165
2007,10,AM,Cativo,,367171
2007,10,RR,Cativo,,36003
2007,10,PA,Cativo,,602767
2007,10,AP,Cativo,,55565
2007,10,TO,Cativo,,94121
2007,10,MA,Cativo,,328698
2007,10,PI,Cativo,,154569
2007,10,CE,Cativo,,578910
2007,10,RN,Cativo,,286006
2007,10,PB,Cativo,,245798
2007,10,PE,Cativo,,718753
2007,10,AL,Cativo,,296127
2007,10,SE,Cativo,,149531
2007,10,BA,Cativo,,1541254
2007,10,MG,Cativo,,1948393
2007,10,ES,Cativo,,396361
2007,10,RJ,Cativo,,2125904
2007,10,SP,Cativo,,6967375
2007,10,PR,Cativo,,1624573
2007,10,SC,Cativo,,1103363
2007,10,RS,Cativo,,1650025
2007,10,MS,Cativo,,268642
2007,10,MT,Cativo,,398860
2007,10,GO,Cativo,,724030
2007,10,DF,Cativo,,378832
2007,11,RO,Cativo,,145373
2007,11,AC,Cativo,,48531
2007,11,AM,Cativo,,376022
2007,11,RR,Cativo,,39537
2007,11,PA,Cativo,,602996
2007,11,AP,Cativo,,54117
2007,11,TO,Cativo,,93012
2007,11,MA,Cativo,,332513
2007,11,PI,Cativo,,165532
2007,11,CE,Cativo,,587419
2007,11,RN,Cativo,,298112
2007,11,PB,Cativo,,256321
2007,11,PE,Cativo,,732774
2007,11,AL,Cativo,,320928
2007,11,SE,Cativo,,160133
2007,11,BA,Cativo,,1534609
2007,11,MG,Cativo,,1965629
2007,11,ES,Cativo,,461982
2007,11,RJ,Cativo,,2251927
2007,11,SP,Cativo,,7143942
2007,11,PR,Cativo,,1635556
2007,11,SC,Cativo,,1147891
2007,11,RS,Cativo,,1667764
2007,11,MS,Cativo,,263158
2007,11,MT,Cativo,,366037
2007,11,GO,Cativo,,678265
2007,11,DF,Cativo,,379246
2007,12,RO,Cativo,,143568
2007,12,AC,Cativo,,46336
2007,12,AM,Cativo,,360832
2007,12,RR,Cativo,,38067
2007,12,PA,Cativo,,600808
2007,12,AP,Cativo,,54522
2007,12,TO,Cativo,,87618
2007,12,MA,Cativo,,324486
2007,12,PI,Cativo,,158799
2007,12,CE,Cativo,,589570
2007,12,RN,Cativo,,302091
2007,12,PB,Cativo,,252557
2007,12,PE,Cativo,,785141
2007,12,AL,Cativo,,314438
2007,12,SE,Cativo,,163334
2007,12,BA,Cativo,,1506751
2007,12,MG,Cativo,,1859449
2007,12,ES,Cativo,,426983
2007,12,RJ,Cativo,,2196236
2007,12,SP,Cativo,,7078720
2007,12,PR,Cativo,,1614627
2007,12,SC,Cativo,,1144928
2007,12,RS,Cativo,,1757038
2007,12,MS,Cativo,,271618
2007,12,MT,Cativo,,348630
2007,12,GO,Cativo,,636983
2007,12,DF,Cativo,,375393
2008,1,RO,Cativo,,138465
2008,1,AC,Cativo,,46028
2008,1,AM,Cativo,,331368
2008,1,RR,Cativo,,35196
2008,1,PA,Cativo,,581198
2008,1,AP,Cativo,,54293
2008,1,TO,Cativo,,89685
2008,1,MA,Cativo,,310372.3
2008,1,PI,Cativo,,156434
2008,1,CE,Cativo,,577896
2008,1,RN,Cativo,,300937
2008,1,PB,Cativo,,268681
2008,1,PE,Cativo,,784377
2008,1,AL,Cativo,,333516
2008,1,SE,Cativo,,164121
2008,1,BA,Cativo,,1627228
2008,1,MG,Cativo,,1952272
2008,1,ES,Cativo,,435111
2008,1,RJ,Cativo,,2448282
2008,1,SP,Cativo,,6673832
2008,1,PR,Cativo,,1611559
2008,1,SC,Cativo,,1145154
2008,1,RS,Cativo,,1931692
2008,1,MS,Cativo,,246827
2008,1,MT,Cativo,,341583
2008,1,GO,Cativo,,685000
2008,1,DF,Cativo,,365787
2008,2,RO,Cativo,,133501
2008,2,AC,Cativo,,45807
2008,2,AM,Cativo,,331440
2008,2,RR,Cativo,,36036
2008,2,PA,Cativo,,556936
2008,2,AP,Cativo,,48433
2008,2,TO,Cativo,,87579
2008,2,MA,Cativo,,278019.7
2008,2,PI,Cativo,,146903
2008,2,CE,Cativo,,563244
2008,2,RN,Cativo,,303048
2008,2,PB,Cativo,,255880
2008,2,PE,Cativo,,775680
2008,2,AL,Cativo,,315637
2008,2,SE,Cativo,,164247
2008,2,BA,Cativo,,1557630
2008,2,MG,Cativo,,1871760
2008,2,ES,Cativo,,426989
2008,2,RJ,Cativo,,2304654
2008,2,SP,Cativo,,7197059
2008,2,PR,Cativo,,1656296
2008,2,SC,Cativo,,1285859
2008,2,RS,Cativo,,1969086
2008,2,MS,Cativo,,257237
2008,2,MT,Cativo,,353536
2008,2,GO,Cativo,,675041
2008,2,DF,Cativo,,364079
2008,3,RO,Cativo,,134855
2008,3,AC,Cativo,,45097
2008,3,AM,Cativo,,339761
2008,3,RR,Cativo,,36752
2008,3,PA,Cativo,,575001
2008,3,AP,Cativo,,49889
2008,3,TO,Cativo,,84432
2008,3,MA,Cativo,,288143.8
2008,3,PI,Cativo,,140331
2008,3,CE,Cativo,,549213
2008,3,RN,Cativo,,307574
2008,3,PB,Cativo,,253796
2008,3,PE,Cativo,,800167
2008,3,AL,Cativo,,322461
2008,3,SE,Cativo,,161939
2008,3,BA,Cativo,,1564177
2008,3,MG,Cativo,,1793405
2008,3,ES,Cativo,,423514
2008,3,RJ,Cativo,,2338946
2008,3,SP,Cativo,,6924897
2008,3,PR,Cativo,,1691634
2008,3,SC,Cativo,,1286859
2008,3,RS,Cativo,,1923106
2008,3,MS,Cativo,,260717
2008,3,MT,Cativo,,377270
2008,3,GO,Cativo,,650199
2008,3,DF,Cativo,,351377
2008,4,RO,Cativo,,138913
2008,4,AC,Cativo,,46184
2008,4,AM,Cativo,,341144
2008,4,RR,Cativo,,37186
2008,4,PA,Cativo,,569332
2008,4,AP,Cativo,,51074
2008,4,TO,Cativo,,88434
2008,4,MA,Cativo,,276016.3
2008,4,PI,Cativo,,135496
2008,4,CE,Cativo,,523365
2008,4,RN,Cativo,,292005
2008,4,PB,Cativo,,251923
2008,4,PE,Cativo,,759779
2008,4,AL,Cativo,,312489
2008,4,SE,Cativo,,166432
2008,4,BA,Cativo,,1573237
2008,4,MG,Cativo,,1842486
2008,4,ES,Cativo,,422167
2008,4,RJ,Cativo,,2316950
2008,4,SP,Cativo,,7006716
2008,4,PR,Cativo,,1716808
2008,4,SC,Cativo,,1243561
2008,4,RS,Cativo,,1866949
2008,4,MS,Cativo,,262466
2008,4,MT,Cativo,,379165
2008,4,GO,Cativo,,700264
2008,4,DF,Cativo,,378681
2008,5,RO,Cativo,,141117
2008,5,AC,Cativo,,45889
2008,5,AM,Cativo,,361100
2008,5,RR,Cativo,,37758
2008,5,PA,Cativo,,582403
2008,5,AP,Cativo,,49667
2008,5,TO,Cativo,,92559
2008,5,MA,Cativo,,291058.4
2008,5,PI,Cativo,,142946
2008,5,CE,Cativo,,544635
2008,5,RN,Cativo,,287839
2008,5,PB,Cativo,,251060
2008,5,PE,Cativo,,780260
2008,5,AL,Cativo,,305697
2008,5,SE,Cativo,,163483
2008,5,BA,Cativo,,1612638
2008,5,MG,Cativo,,2079335
2008,5,ES,Cativo,,429570
2008,5,RJ,Cativo,,2281026
2008,5,SP,Cativo,,7078715
2008,5,PR,Cativo,,1614091
2008,5,SC,Cativo,,1220416
2008,5,RS,Cativo,,1763629
2008,5,MS,Cativo,,254143
2008,5,MT,Cativo,,369615
2008,5,GO,Cativo,,734532
2008,5,DF,Cativo,,379513
2008,6,RO,Cativo,,140705
2008,6,AC,Cativo,,45104
2008,6,AM,Cativo,,359481
2008,6,RR,Cativo,,35306
2008,6,PA,Cativo,,599783
2008,6,AP,Cativo,,56602
2008,6,TO,Cativo,,96232
2008,6,MA,Cativo,,304456.8
2008,6,PI,Cativo,,148286
2008,6,CE,Cativo,,543260
2008,6,RN,Cativo,,279774
2008,6,PB,Cativo,,246722
2008,6,PE,Cativo,,741770
2008,6,AL,Cativo,,287967
2008,6,SE,Cativo,,157135
2008,6,BA,Cativo,,1519814
2008,6,MG,Cativo,,2045853
2008,6,ES,Cativo,,427083
2008,6,RJ,Cativo,,2043822
2008,6,SP,Cativo,,6882482
2008,6,PR,Cativo,,1663694
2008,6,SC,Cativo,,1170490
2008,6,RS,Cativo,,1739157
2008,6,MS,Cativo,,236011
2008,6,MT,Cativo,,382031
2008,6,GO,Cativo,,770097
2008,6,DF,Cativo,,382414
2008,7,RO,Cativo,,139671
2008,7,AC,Cativo,,46190
2008,7,AM,Cativo,,359733
2008,7,RR,Cativo,,34910
2008,7,PA,Cativo,,621128
2008,7,AP,Cativo,,53274
2008,7,TO,Cativo,,95058
2008,7,MA,Cativo,,322087
2008,7,PI,Cativo,,143535
2008,7,CE,Cativo,,566544
2008,7,RN,Cativo,,282454
2008,7,PB,Cativo,,243609
2008,7,PE,Cativo,,739574
2008,7,AL,Cativo,,296521
2008,7,SE,Cativo,,155765
2008,7,BA,Cativo,,1600572
2008,7,MG,Cativo,,2034494
2008,7,ES,Cativo,,409389
2008,7,RJ,Cativo,,2093534
2008,7,SP,Cativo,,7015124
2008,7,PR,Cativo,,1639907
2008,7,SC,Cativo,,1198766
2008,7,RS,Cativo,,1753658
2008,7,MS,Cativo,,236605
2008,7,MT,Cativo,,403019
2008,7,GO,Cativo,,722034
2008,7,DF,Cativo,,367632
2008,8,RO,Cativo,,153353
2008,8,AC,Cativo,,52834
2008,8,AM,Cativo,,390771
2008,8,RR,Cativo,,34816
2008,8,PA,Cativo,,615557
2008,8,AP,Cativo,,57191
2008,8,TO,Cativo,,100054
2008,8,MA,Cativo,,336345.6
2008,8,PI,Cativo,,153489
2008,8,CE,Cativo,,581168
2008,8,RN,Cativo,,314391
2008,8,PB,Cativo,,248472
2008,8,PE,Cativo,,732373
2008,8,AL,Cativo,,298238
2008,8,SE,Cativo,,155931
2008,8,BA,Cativo,,1607599
2008,8,MG,Cativo,,2101285
2008,8,ES,Cativo,,426703
2008,8,RJ,Cativo,,2169607
2008,8,SP,Cativo,,7275753
2008,8,PR,Cativo,,1697717
2008,8,SC,Cativo,,1249822
2008,8,RS,Cativo,,1765720
2008,8,MS,Cativo,,264153
2008,8,MT,Cativo,,423670
2008,8,GO,Cativo,,791874
2008,8,DF,Cativo,,368777
2008,9,RO,Cativo,,160247
2008,9,AC,Cativo,,51827
2008,9,AM,Cativo,,398919
2008,9,RR,Cativo,,39908
2008,9,PA,Cativo,,647933
2008,9,AP,Cativo,,58858
2008,9,TO,Cativo,,105645
2008,9,MA,Cativo,,342562.7
2008,9,PI,Cativo,,163787
2008,9,CE,Cativo,,598521
2008,9,RN,Cativo,,333898
2008,9,PB,Cativo,,252962
2008,9,PE,Cativo,,747213
2008,9,AL,Cativo,,301965
2008,9,SE,Cativo,,160758
2008,9,BA,Cativo,,1643817
2008,9,MG,Cativo,,2115204
2008,9,ES,Cativo,,424497
2008,9,RJ,Cativo,,2156324
2008,9,SP,Cativo,,7318526
2008,9,PR,Cativo,,1716936
2008,9,SC,Cativo,,1203333
2008,9,RS,Cativo,,1699806
2008,9,MS,Cativo,,274028
2008,9,MT,Cativo,,453124
2008,9,GO,Cativo,,796507
2008,9,DF,Cativo,,394882
2008,10,RO,Cativo,,155112
2008,10,AC,Cativo,,52747
2008,10,AM,Cativo,,388833
2008,10,RR,Cativo,,40884
2008,10,PA,Cativo,,648144
2008,10,AP,Cativo,,61394
2008,10,TO,Cativo,,107333
2008,10,MA,Cativo,,347313.4
2008,10,PI,Cativo,,170216
2008,10,CE,Cativo,,633702
2008,10,RN,Cativo,,346930
2008,10,PB,Cativo,,260973
2008,10,PE,Cativo,,801813
2008,10,AL,Cativo,,292145
2008,10,SE,Cativo,,172083
2008,10,BA,Cativo,,1705363
2008,10,MG,Cativo,,2149553
2008,10,ES,Cativo,,449200
2008,10,RJ,Cativo,,2228268
2008,10,SP,Cativo,,7577720
2008,10,PR,Cativo,,1696771
2008,10,SC,Cativo,,1218424
2008,10,RS,Cativo,,1737569
2008,10,MS,Cativo,,266378
2008,10,MT,Cativo,,440069
2008,10,GO,Cativo,,781458
2008,10,DF,Cativo,,408066
2008,11,RO,Cativo,,159680
2008,11,AC,Cativo,,53493
2008,11,AM,Cativo,,394311
2008,11,RR,Cativo,,41631
2008,11,PA,Cativo,,619522
2008,11,AP,Cativo,,65184
2008,11,TO,Cativo,,99161
2008,11,MA,Cativo,,345606.5
2008,11,PI,Cativo,,177810
2008,11,CE,Cativo,,622628
2008,11,RN,Cativo,,354115
2008,11,PB,Cativo,,268083
2008,11,PE,Cativo,,821563
2008,11,AL,Cativo,,325145
2008,11,SE,Cativo,,178082
2008,11,BA,Cativo,,1580015
2008,11,MG,Cativo,,2238419
2008,11,ES,Cativo,,445568
2008,11,RJ,Cativo,,2321328
2008,11,SP,Cativo,,7521450
2008,11,PR,Cativo,,1729837
2008,11,SC,Cativo,,1237266
2008,11,RS,Cativo,,1715020
2008,11,MS,Cativo,,292116
2008,11,MT,Cativo,,428518
2008,11,GO,Cativo,,793048
2008,11,DF,Cativo,,411692
2008,12,RO,Cativo,,154233
2008,12,AC,Cativo,,51403
2008,12,AM,Cativo,,359102
2008,12,RR,Cativo,,39615
2008,12,PA,Cativo,,601757
2008,12,AP,Cativo,,61584
2008,12,TO,Cativo,,90085
2008,12,MA,Cativo,,322043.4
2008,12,PI,Cativo,,163782
2008,12,CE,Cativo,,643632
2008,12,RN,Cativo,,364889
2008,12,PB,Cativo,,268929
2008,12,PE,Cativo,,855216
2008,12,AL,Cativo,,327461
2008,12,SE,Cativo,,182881
2008,12,BA,Cativo,,1491342
2008,12,MG,Cativo,,1918603
2008,12,ES,Cativo,,408636
2008,12,RJ,Cativo,,2206075
2008,12,SP,Cativo,,7139182
2008,12,PR,Cativo,,1681137
2008,12,SC,Cativo,,1202478
2008,12,RS,Cativo,,1833398
2008,12,MS,Cativo,,288923
2008,12,MT,Cativo,,401164
2008,12,GO,Cativo,,713252
